physician_id,physician_specialty,physician_state,payment_date,payment_amount,payment_type,paying_company
PHY00077,Neurology,MI,2025-01-21,152.77,Research Payment,MedCore Ltd
PHY00397,Psychiatry,PA,2024-09-04,315.3,Research Payment,MedCore Ltd
PHY00067,Neurology,NY,2025-07-26,212.11,Royalty,Acme Pharma
PHY00189,General Practice,CA,2025-10-24,273.82,Royalty,MedCore Ltd
PHY00402,Neurology,TX,2025-08-30,151.68,Meal,MedCore Ltd
PHY00418,Oncology,CA,2024-04-30,438.52,Research Payment,NovaHealth Inc
PHY00482,Rheumatology,OH,2025-09-25,212.97,Royalty,MedCore Ltd
PHY00474,Neurology,OH,2024-06-09,507.29,Consulting Fee,MedCore Ltd
PHY00276,Neurology,CA,2025-06-11,331.77,Royalty,BioGen Solutions
PHY00500,Neurology,FL,2024-02-11,83.37,Meal,Acme Pharma
PHY00234,Neurology,PA,2025-10-04,1014.24,Speaker Fee,BioGen Solutions
PHY00016,Pulmonology,TX,2025-04-16,79.23,Speaker Fee,NovaHealth Inc
PHY00381,Psychiatry,PA,2025-01-21,77.54,Consulting Fee,Acme Pharma
PHY00386,Psychiatry,IL,2025-12-11,762.13,Research Payment,BioGen Solutions
PHY00089,Neurology,CA,2024-07-21,128.89,Research Payment,BioGen Solutions
PHY00384,Pulmonology,CA,2025-04-12,6.19,Speaker Fee,Acme Pharma
PHY00009,General Practice,MI,2025-04-17,361.52,Meal,NovaHealth Inc
PHY00233,Neurology,CA,2025-05-04,419.22,Research Payment,NovaHealth Inc
PHY00017,Neurology,MI,2024-03-29,568.88,Travel & Lodging,BioGen Solutions
PHY00307,Neurology,FL,2024-06-02,129.9,Meal,MedCore Ltd
PHY00264,Cardiology,TX,2025-02-24,49.01,Research Payment,MedCore Ltd
PHY00342,Neurology,PA,2025-10-01,188.61,Speaker Fee,MedCore Ltd
PHY00472,Psychiatry,PA,2024-04-19,97.17,Consulting Fee,BioGen Solutions
PHY00439,General Practice,TX,2025-01-15,361.86,Meal,BioGen Solutions
PHY00344,Oncology,CA,2025-06-27,762.36,Speaker Fee,BioGen Solutions
PHY00116,Neurology,IL,2024-07-02,81.64,Royalty,Acme Pharma
PHY00010,Oncology,NY,2025-08-14,1779.29,Travel & Lodging,MedCore Ltd
PHY00097,Oncology,IL,2025-05-10,516.83,Travel & Lodging,Acme Pharma
PHY00278,Rheumatology,IL,2024-09-21,1020.9,Meal,Acme Pharma
PHY00301,Cardiology,GA,2024-01-08,830.8,Speaker Fee,Acme Pharma
PHY00123,Oncology,TX,2024-02-02,445.11,Speaker Fee,Acme Pharma
PHY00338,Endocrinology,CA,2024-12-04,604.55,Royalty,Acme Pharma
PHY00136,Pulmonology,CA,2025-01-21,612.33,Travel & Lodging,NovaHealth Inc
PHY00178,Endocrinology,GA,2024-04-04,85.68,Consulting Fee,BioGen Solutions
PHY00146,General Practice,CA,2024-08-18,429.04,Royalty,Acme Pharma
PHY00135,General Practice,TX,2025-03-12,60.08,Consulting Fee,MedCore Ltd
PHY00038,Cardiology,CA,2025-10-23,166.44,Meal,Acme Pharma
PHY00229,Cardiology,TX,2025-07-29,36.5,Travel & Lodging,Acme Pharma
PHY00269,General Practice,OH,2025-11-26,59.56,Travel & Lodging,Acme Pharma
PHY00377,Neurology,MI,2024-08-01,321.02,Speaker Fee,MedCore Ltd
PHY00492,Pulmonology,OH,2025-01-27,724.93,Travel & Lodging,MedCore Ltd
PHY00173,Endocrinology,NC,2024-01-17,208.25,Speaker Fee,NovaHealth Inc
PHY00067,Neurology,NY,2024-07-15,167.12,Royalty,NovaHealth Inc
PHY00237,Rheumatology,MI,2025-07-19,281.43,Speaker Fee,Acme Pharma
PHY00333,Neurology,GA,2025-07-06,34.44,Research Payment,NovaHealth Inc
PHY00256,Endocrinology,NY,2025-12-21,146.97,Royalty,MedCore Ltd
PHY00049,Rheumatology,PA,2024-07-19,866.83,Speaker Fee,Acme Pharma
PHY00123,Oncology,TX,2024-12-07,567.18,Travel & Lodging,Acme Pharma
PHY00136,Pulmonology,CA,2024-02-28,131.01,Research Payment,Acme Pharma
PHY00095,Rheumatology,CA,2024-05-04,454.99,Consulting Fee,BioGen Solutions
PHY00254,Pulmonology,FL,2024-01-07,597.2,Research Payment,Acme Pharma
PHY00030,Neurology,TX,2025-08-07,441.6,Royalty,Acme Pharma
PHY00403,Endocrinology,FL,2024-07-26,609.83,Research Payment,BioGen Solutions
PHY00333,Neurology,GA,2024-03-17,453.03,Research Payment,BioGen Solutions
PHY00110,General Practice,MI,2024-07-18,2037.05,Speaker Fee,NovaHealth Inc
PHY00415,Endocrinology,GA,2024-12-18,6927.54,Research Payment,Acme Pharma
PHY00077,Neurology,MI,2025-05-02,259.61,Travel & Lodging,BioGen Solutions
PHY00232,Neurology,MI,2024-07-13,582.27,Research Payment,NovaHealth Inc
PHY00359,Cardiology,IL,2024-11-26,398.64,Consulting Fee,Acme Pharma
PHY00330,Psychiatry,TX,2024-05-26,64.36,Travel & Lodging,MedCore Ltd
PHY00299,Pulmonology,NC,2024-05-22,214.73,Research Payment,NovaHealth Inc
PHY00208,Neurology,NY,2024-06-12,68.03,Consulting Fee,MedCore Ltd
PHY00077,Neurology,MI,2025-11-03,2144.44,Meal,BioGen Solutions
PHY00175,Psychiatry,MI,2025-07-19,479.59,Meal,NovaHealth Inc
PHY00211,General Practice,IL,2025-08-29,51.61,Royalty,NovaHealth Inc
PHY00112,General Practice,IL,2024-06-13,111.2,Travel & Lodging,NovaHealth Inc
PHY00218,Pulmonology,OH,2024-12-30,134.18,Meal,BioGen Solutions
PHY00257,General Practice,PA,2024-10-22,295.47,Royalty,MedCore Ltd
PHY00477,Cardiology,MI,2025-03-25,569.05,Travel & Lodging,MedCore Ltd
PHY00264,Cardiology,TX,2024-03-26,211.29,Meal,BioGen Solutions
PHY00456,Endocrinology,MI,2024-05-16,571.05,Travel & Lodging,BioGen Solutions
PHY00028,Oncology,MI,2024-03-12,321.69,Royalty,MedCore Ltd
PHY00112,General Practice,IL,2025-04-29,340.64,Travel & Lodging,MedCore Ltd
PHY00434,Psychiatry,FL,2025-03-25,164.6,Consulting Fee,MedCore Ltd
PHY00492,Pulmonology,OH,2024-07-07,853.33,Consulting Fee,MedCore Ltd
PHY00137,Cardiology,FL,2024-06-12,53.61,Consulting Fee,BioGen Solutions
PHY00476,Psychiatry,TX,2025-02-20,2332.31,Consulting Fee,Acme Pharma
PHY00018,Psychiatry,TX,2024-03-10,580.62,Speaker Fee,MedCore Ltd
PHY00080,Neurology,IL,2025-06-10,291.15,Travel & Lodging,MedCore Ltd
PHY00057,Psychiatry,PA,2025-12-11,95.21,Consulting Fee,NovaHealth Inc
PHY00288,Pulmonology,FL,2025-07-20,412.56,Royalty,NovaHealth Inc
PHY00029,Psychiatry,NY,2024-01-22,813.39,Consulting Fee,Acme Pharma
PHY00048,General Practice,MI,2025-05-31,904.96,Travel & Lodging,Acme Pharma
PHY00141,Psychiatry,CA,2024-05-17,123.29,Speaker Fee,NovaHealth Inc
PHY00328,General Practice,MI,2024-08-15,239.87,Travel & Lodging,NovaHealth Inc
PHY00086,Endocrinology,CA,2025-01-31,555.57,Research Payment,Acme Pharma
PHY00257,General Practice,PA,2025-01-15,158.28,Travel & Lodging,BioGen Solutions
PHY00308,Oncology,MI,2024-03-10,43.84,Royalty,BioGen Solutions
PHY00313,Neurology,NC,2024-12-29,120.04,Research Payment,Acme Pharma
PHY00234,Neurology,PA,2024-06-23,92.96,Meal,Acme Pharma
PHY00357,Oncology,IL,2025-11-01,583.77,Meal,BioGen Solutions
PHY00355,Psychiatry,PA,2025-01-11,419.13,Consulting Fee,BioGen Solutions
PHY00316,Psychiatry,CA,2025-02-05,41.31,Research Payment,BioGen Solutions
PHY00380,Cardiology,PA,2024-12-18,155.85,Research Payment,BioGen Solutions
PHY00107,Rheumatology,CA,2024-07-09,54.52,Speaker Fee,NovaHealth Inc
PHY00245,General Practice,NY,2024-03-16,38.9,Travel & Lodging,BioGen Solutions
PHY00317,Endocrinology,NC,2024-04-30,41.57,Meal,NovaHealth Inc
PHY00223,Rheumatology,MI,2025-05-16,32.7,Royalty,Acme Pharma
PHY00191,General Practice,OH,2024-06-23,3590.42,Royalty,MedCore Ltd
PHY00401,Psychiatry,NY,2025-01-16,79.3,Royalty,Acme Pharma
PHY00318,Cardiology,CA,2024-09-06,113.89,Research Payment,MedCore Ltd
PHY00256,Endocrinology,NY,2024-11-02,394.51,Royalty,MedCore Ltd
PHY00146,General Practice,CA,2025-01-25,52.8,Meal,MedCore Ltd
PHY00467,Psychiatry,GA,2024-08-22,598.44,Research Payment,NovaHealth Inc
PHY00234,Neurology,PA,2025-01-02,1946.12,Travel & Lodging,BioGen Solutions
PHY00378,Cardiology,MI,2025-08-14,74.95,Speaker Fee,Acme Pharma
PHY00184,Endocrinology,CA,2025-03-03,32.26,Meal,NovaHealth Inc
PHY00370,General Practice,FL,2024-05-25,50.41,Meal,BioGen Solutions
PHY00457,Rheumatology,NC,2024-05-14,1268.59,Consulting Fee,MedCore Ltd
PHY00003,Pulmonology,CA,2025-12-06,442.95,Royalty,Acme Pharma
PHY00370,General Practice,FL,2025-01-02,1629.12,Meal,NovaHealth Inc
PHY00166,Cardiology,MI,2024-01-26,57.14,Travel & Lodging,NovaHealth Inc
PHY00017,Neurology,MI,2025-12-28,133.67,Travel & Lodging,NovaHealth Inc
PHY00367,Rheumatology,NC,2024-04-10,479.52,Royalty,MedCore Ltd
PHY00241,Oncology,TX,2024-06-11,140.38,Meal,BioGen Solutions
PHY00381,Psychiatry,PA,2025-06-16,7.68,Meal,BioGen Solutions
PHY00490,Pulmonology,IL,2025-08-31,102.54,Research Payment,BioGen Solutions
PHY00428,Neurology,OH,2025-12-05,85.59,Travel & Lodging,Acme Pharma
PHY00088,Cardiology,MI,2025-02-12,490.7,Travel & Lodging,BioGen Solutions
PHY00015,Psychiatry,OH,2025-10-08,860.25,Consulting Fee,Acme Pharma
PHY00096,Rheumatology,OH,2025-12-13,98.78,Travel & Lodging,Acme Pharma
PHY00244,Cardiology,PA,2025-04-25,377.11,Meal,BioGen Solutions
PHY00416,Cardiology,CA,2024-02-20,843.42,Speaker Fee,BioGen Solutions
PHY00245,General Practice,NY,2025-09-14,43.66,Consulting Fee,MedCore Ltd
PHY00142,Cardiology,CA,2024-12-21,448.65,Royalty,Acme Pharma
PHY00439,General Practice,TX,2025-06-14,1322.98,Research Payment,Acme Pharma
PHY00445,Neurology,TX,2025-12-19,16.87,Speaker Fee,NovaHealth Inc
PHY00105,Oncology,NC,2025-03-08,150.98,Consulting Fee,Acme Pharma
PHY00440,Endocrinology,MI,2025-11-15,1339.02,Travel & Lodging,Acme Pharma
PHY00258,Rheumatology,OH,2025-11-06,618.87,Travel & Lodging,BioGen Solutions
PHY00154,Endocrinology,OH,2025-04-07,823.55,Royalty,BioGen Solutions
PHY00208,Neurology,NY,2025-03-25,557.76,Meal,BioGen Solutions
PHY00478,Psychiatry,GA,2025-11-13,96.61,Meal,MedCore Ltd
PHY00093,Oncology,GA,2024-05-12,153.92,Research Payment,NovaHealth Inc
PHY00158,Oncology,MI,2025-06-24,729.43,Travel & Lodging,NovaHealth Inc
PHY00115,General Practice,CA,2025-10-31,196.32,Travel & Lodging,BioGen Solutions
PHY00122,Pulmonology,FL,2024-10-25,183.62,Consulting Fee,Acme Pharma
PHY00297,Rheumatology,NY,2024-12-27,547.24,Research Payment,BioGen Solutions
PHY00438,Psychiatry,NY,2024-05-06,1299.05,Travel & Lodging,MedCore Ltd
PHY00032,Cardiology,GA,2025-04-12,523.07,Speaker Fee,Acme Pharma
PHY00191,General Practice,OH,2025-11-05,821.01,Consulting Fee,NovaHealth Inc
PHY00470,Neurology,FL,2025-10-22,52.82,Meal,BioGen Solutions
PHY00002,Neurology,OH,2025-11-20,161.4,Travel & Lodging,MedCore Ltd
PHY00343,Endocrinology,CA,2024-09-05,121.15,Speaker Fee,MedCore Ltd
PHY00153,Cardiology,NY,2025-10-31,71.13,Consulting Fee,NovaHealth Inc
PHY00249,Cardiology,FL,2024-10-05,50.91,Meal,MedCore Ltd
PHY00276,Neurology,CA,2025-05-28,225.4,Consulting Fee,NovaHealth Inc
PHY00260,Endocrinology,MI,2024-08-28,253.29,Research Payment,MedCore Ltd
PHY00163,Psychiatry,NC,2024-08-23,917.45,Speaker Fee,NovaHealth Inc
PHY00031,Pulmonology,NC,2025-05-16,578.02,Speaker Fee,MedCore Ltd
PHY00021,Rheumatology,GA,2024-08-21,1075.01,Meal,NovaHealth Inc
PHY00029,Psychiatry,NY,2024-12-26,242.44,Meal,BioGen Solutions
PHY00430,Neurology,PA,2024-06-10,131.6,Royalty,BioGen Solutions
PHY00364,Oncology,NY,2025-04-10,514.32,Travel & Lodging,NovaHealth Inc
PHY00249,Cardiology,FL,2024-08-08,101.75,Royalty,NovaHealth Inc
PHY00411,Endocrinology,CA,2024-01-12,701.52,Consulting Fee,Acme Pharma
PHY00192,Endocrinology,NC,2024-04-23,619.36,Travel & Lodging,Acme Pharma
PHY00456,Endocrinology,MI,2025-08-10,513.58,Travel & Lodging,NovaHealth Inc
PHY00249,Cardiology,FL,2025-08-17,786.85,Consulting Fee,BioGen Solutions
PHY00326,Rheumatology,NC,2024-05-15,517.33,Meal,Acme Pharma
PHY00473,Endocrinology,MI,2024-03-26,3006.81,Meal,MedCore Ltd
PHY00126,Psychiatry,MI,2024-06-23,656.34,Travel & Lodging,Acme Pharma
PHY00485,Pulmonology,PA,2024-04-14,132.4,Speaker Fee,BioGen Solutions
PHY00290,Psychiatry,TX,2025-07-31,481.4,Research Payment,BioGen Solutions
PHY00087,Rheumatology,MI,2025-07-06,517.57,Speaker Fee,BioGen Solutions
PHY00042,General Practice,TX,2024-04-02,44.25,Consulting Fee,BioGen Solutions
PHY00017,Neurology,MI,2024-09-21,442.98,Meal,MedCore Ltd
PHY00307,Neurology,FL,2024-04-06,350.96,Royalty,NovaHealth Inc
PHY00336,Psychiatry,CA,2024-03-08,112.26,Meal,NovaHealth Inc
PHY00221,Endocrinology,IL,2024-09-18,49.8,Speaker Fee,BioGen Solutions
PHY00344,Oncology,CA,2024-03-14,179.88,Consulting Fee,MedCore Ltd
PHY00235,Neurology,OH,2024-11-27,49.18,Royalty,Acme Pharma
PHY00072,Oncology,MI,2025-10-29,53.5,Speaker Fee,MedCore Ltd
PHY00322,Pulmonology,PA,2024-09-01,414.22,Speaker Fee,NovaHealth Inc
PHY00016,Pulmonology,TX,2025-03-02,240.73,Meal,BioGen Solutions
PHY00066,Oncology,FL,2024-06-15,155.09,Consulting Fee,MedCore Ltd
PHY00403,Endocrinology,FL,2025-02-12,233.47,Royalty,Acme Pharma
PHY00123,Oncology,TX,2025-12-30,213.44,Consulting Fee,Acme Pharma
PHY00100,Pulmonology,NY,2024-11-02,6133.91,Royalty,Acme Pharma
PHY00446,Endocrinology,MI,2025-12-09,644.58,Meal,MedCore Ltd
PHY00342,Neurology,PA,2024-05-12,755.6,Research Payment,NovaHealth Inc
PHY00411,Endocrinology,CA,2024-05-17,38.65,Speaker Fee,Acme Pharma
PHY00234,Neurology,PA,2025-07-26,52.39,Consulting Fee,Acme Pharma
PHY00378,Cardiology,MI,2025-03-29,1438.07,Travel & Lodging,MedCore Ltd
PHY00187,Oncology,OH,2025-01-01,321.6,Research Payment,MedCore Ltd
PHY00360,Endocrinology,IL,2025-09-26,33.83,Travel & Lodging,MedCore Ltd
PHY00099,Rheumatology,OH,2024-02-03,44.69,Travel & Lodging,Acme Pharma
PHY00019,Psychiatry,MI,2024-08-13,33.05,Consulting Fee,BioGen Solutions
PHY00369,Endocrinology,NY,2024-10-23,1540.1,Speaker Fee,MedCore Ltd
PHY00403,Endocrinology,FL,2025-09-22,1048.68,Meal,Acme Pharma
PHY00134,Pulmonology,OH,2025-10-02,627.02,Research Payment,MedCore Ltd
PHY00281,Neurology,IL,2025-11-17,83.29,Consulting Fee,BioGen Solutions
PHY00083,Pulmonology,OH,2024-04-02,144.37,Research Payment,Acme Pharma
PHY00122,Pulmonology,FL,2024-01-10,119.76,Meal,NovaHealth Inc
PHY00273,Psychiatry,CA,2024-11-01,65.49,Consulting Fee,NovaHealth Inc
PHY00464,Cardiology,MI,2025-12-12,116.4,Research Payment,Acme Pharma
PHY00416,Cardiology,CA,2024-08-03,2175.64,Travel & Lodging,BioGen Solutions
PHY00289,Cardiology,NC,2024-01-18,543.25,Research Payment,Acme Pharma
PHY00202,Psychiatry,FL,2024-12-11,124.35,Consulting Fee,NovaHealth Inc
PHY00359,Cardiology,IL,2024-09-22,156.88,Meal,BioGen Solutions
PHY00312,General Practice,IL,2024-03-20,255.98,Consulting Fee,MedCore Ltd
PHY00212,General Practice,NY,2024-10-08,167.73,Travel & Lodging,NovaHealth Inc
PHY00239,Endocrinology,TX,2024-09-24,354.67,Research Payment,NovaHealth Inc
PHY00034,Oncology,OH,2024-12-30,297.73,Travel & Lodging,BioGen Solutions
PHY00449,General Practice,PA,2025-04-18,20.56,Travel & Lodging,BioGen Solutions
PHY00086,Endocrinology,CA,2025-01-24,604.79,Meal,BioGen Solutions
PHY00344,Oncology,CA,2024-05-28,21.92,Royalty,MedCore Ltd
PHY00288,Pulmonology,FL,2024-11-04,353.32,Travel & Lodging,NovaHealth Inc
PHY00069,Neurology,GA,2025-03-21,71.43,Consulting Fee,NovaHealth Inc
PHY00114,Rheumatology,FL,2024-07-02,386.72,Speaker Fee,Acme Pharma
PHY00318,Cardiology,CA,2025-07-19,68.43,Research Payment,Acme Pharma
PHY00387,Endocrinology,NC,2025-03-22,1308.54,Travel & Lodging,MedCore Ltd
PHY00471,Pulmonology,GA,2025-02-15,53.39,Speaker Fee,MedCore Ltd
PHY00424,Endocrinology,IL,2024-09-29,2087.9,Consulting Fee,MedCore Ltd
PHY00128,Cardiology,MI,2025-01-07,56.38,Consulting Fee,BioGen Solutions
PHY00372,Psychiatry,CA,2024-06-30,1352.29,Speaker Fee,NovaHealth Inc
PHY00203,General Practice,NC,2024-01-29,496.71,Speaker Fee,BioGen Solutions
PHY00184,Endocrinology,CA,2024-04-04,5158.85,Consulting Fee,Acme Pharma
PHY00237,Rheumatology,MI,2024-12-18,128.7,Travel & Lodging,BioGen Solutions
PHY00134,Pulmonology,OH,2025-09-17,115.43,Travel & Lodging,BioGen Solutions
PHY00125,Pulmonology,MI,2025-12-16,344.26,Meal,BioGen Solutions
PHY00085,General Practice,IL,2025-04-02,544.13,Meal,NovaHealth Inc
PHY00164,Neurology,OH,2024-04-01,258.72,Meal,MedCore Ltd
PHY00355,Psychiatry,PA,2025-11-10,82.62,Royalty,NovaHealth Inc
PHY00178,Endocrinology,GA,2025-09-09,702.15,Research Payment,MedCore Ltd
PHY00257,General Practice,PA,2025-10-23,72.44,Royalty,BioGen Solutions
PHY00275,Cardiology,GA,2025-12-20,342.43,Speaker Fee,BioGen Solutions
PHY00082,Neurology,IL,2025-10-27,9.88,Research Payment,NovaHealth Inc
PHY00146,General Practice,CA,2024-11-18,36.77,Consulting Fee,BioGen Solutions
PHY00058,Cardiology,IL,2025-05-06,91.7,Travel & Lodging,MedCore Ltd
PHY00487,Endocrinology,NY,2025-04-17,75.5,Royalty,Acme Pharma
PHY00094,Rheumatology,IL,2025-01-07,536.44,Travel & Lodging,Acme Pharma
PHY00336,Psychiatry,CA,2025-10-25,1799.14,Royalty,Acme Pharma
PHY00398,Rheumatology,TX,2024-06-18,183.25,Speaker Fee,Acme Pharma
PHY00260,Endocrinology,MI,2025-08-06,135.49,Research Payment,Acme Pharma
PHY00218,Pulmonology,OH,2025-09-10,74.84,Meal,Acme Pharma
PHY00219,Psychiatry,NC,2025-04-08,447.61,Royalty,MedCore Ltd
PHY00072,Oncology,MI,2025-02-21,234.72,Meal,Acme Pharma
PHY00398,Rheumatology,TX,2024-09-28,46.63,Royalty,BioGen Solutions
PHY00235,Neurology,OH,2025-07-06,318.96,Research Payment,Acme Pharma
PHY00454,Rheumatology,TX,2025-07-24,383.52,Consulting Fee,MedCore Ltd
PHY00436,Psychiatry,NC,2025-08-14,149.8,Royalty,Acme Pharma
PHY00213,Pulmonology,NC,2025-04-26,329.62,Consulting Fee,NovaHealth Inc
PHY00071,Oncology,TX,2025-12-26,269.36,Travel & Lodging,Acme Pharma
PHY00221,Endocrinology,IL,2024-11-03,722.26,Speaker Fee,BioGen Solutions
PHY00242,General Practice,IL,2024-06-06,1638.8,Speaker Fee,NovaHealth Inc
PHY00139,General Practice,TX,2024-08-14,141.58,Research Payment,Acme Pharma
PHY00472,Psychiatry,PA,2025-01-05,76.27,Meal,Acme Pharma
PHY00222,Endocrinology,MI,2024-04-01,1055.51,Research Payment,Acme Pharma
PHY00364,Oncology,NY,2024-06-27,836.76,Royalty,BioGen Solutions
PHY00365,General Practice,CA,2024-10-06,554.51,Royalty,MedCore Ltd
PHY00221,Endocrinology,IL,2024-10-30,776.66,Research Payment,Acme Pharma
PHY00438,Psychiatry,NY,2024-06-18,301.76,Royalty,BioGen Solutions
PHY00157,General Practice,GA,2025-05-14,302.44,Royalty,BioGen Solutions
PHY00037,Neurology,FL,2025-07-18,19.1,Meal,BioGen Solutions
PHY00035,Rheumatology,NC,2025-12-27,358.15,Travel & Lodging,MedCore Ltd
PHY00090,Oncology,TX,2024-11-03,163.85,Travel & Lodging,MedCore Ltd
PHY00425,Psychiatry,TX,2024-05-10,575.54,Research Payment,MedCore Ltd
PHY00142,Cardiology,CA,2025-08-30,200.23,Speaker Fee,MedCore Ltd
PHY00168,General Practice,TX,2024-02-20,672.35,Travel & Lodging,Acme Pharma
PHY00077,Neurology,MI,2024-06-08,238.64,Meal,NovaHealth Inc
PHY00493,Cardiology,NC,2025-01-21,30.19,Meal,MedCore Ltd
PHY00255,Cardiology,PA,2025-04-19,128.91,Travel & Lodging,Acme Pharma
PHY00045,Neurology,PA,2025-09-08,315.24,Meal,Acme Pharma
PHY00234,Neurology,PA,2025-12-01,38.38,Royalty,MedCore Ltd
PHY00176,Rheumatology,IL,2025-10-15,483.29,Consulting Fee,MedCore Ltd
PHY00082,Neurology,IL,2024-05-14,339.46,Travel & Lodging,BioGen Solutions
PHY00141,Psychiatry,CA,2025-04-01,634.47,Consulting Fee,NovaHealth Inc
PHY00419,Psychiatry,FL,2024-03-28,214.09,Research Payment,BioGen Solutions
PHY00040,Endocrinology,NY,2025-05-11,350.34,Royalty,BioGen Solutions
PHY00270,Endocrinology,CA,2025-11-29,728.45,Travel & Lodging,NovaHealth Inc
PHY00311,Psychiatry,TX,2024-10-26,37.61,Speaker Fee,MedCore Ltd
PHY00012,General Practice,GA,2025-02-07,278.06,Research Payment,NovaHealth Inc
PHY00218,Pulmonology,OH,2024-10-04,218.62,Consulting Fee,NovaHealth Inc
PHY00487,Endocrinology,NY,2024-10-29,186.19,Meal,Acme Pharma
PHY00024,Psychiatry,PA,2024-01-15,12.76,Meal,Acme Pharma
PHY00347,Endocrinology,NY,2024-06-20,388.55,Consulting Fee,NovaHealth Inc
PHY00378,Cardiology,MI,2025-08-10,129.51,Meal,MedCore Ltd
PHY00061,Endocrinology,IL,2025-02-27,76.46,Research Payment,Acme Pharma
PHY00391,Endocrinology,IL,2025-03-24,55.67,Consulting Fee,BioGen Solutions
PHY00492,Pulmonology,OH,2024-11-02,64.45,Speaker Fee,NovaHealth Inc
PHY00221,Endocrinology,IL,2025-09-26,76.73,Travel & Lodging,NovaHealth Inc
PHY00413,Rheumatology,FL,2025-01-07,346.73,Consulting Fee,Acme Pharma
PHY00051,General Practice,MI,2024-06-26,220.5,Travel & Lodging,MedCore Ltd
PHY00327,Endocrinology,TX,2024-06-18,134.24,Travel & Lodging,MedCore Ltd
PHY00015,Psychiatry,OH,2024-11-20,10.92,Research Payment,BioGen Solutions
PHY00332,Cardiology,OH,2025-07-27,507.97,Speaker Fee,NovaHealth Inc
PHY00496,General Practice,PA,2024-01-08,925.31,Consulting Fee,BioGen Solutions
PHY00004,General Practice,NY,2025-06-16,886.3,Research Payment,BioGen Solutions
PHY00433,Pulmonology,GA,2025-07-08,1359.01,Consulting Fee,Acme Pharma
PHY00185,Cardiology,OH,2025-07-07,90.32,Meal,Acme Pharma
PHY00084,Psychiatry,NC,2025-06-29,151.03,Meal,Acme Pharma
PHY00408,Psychiatry,OH,2025-12-09,31.64,Meal,BioGen Solutions
PHY00430,Neurology,PA,2025-01-30,794.78,Research Payment,MedCore Ltd
PHY00240,Psychiatry,MI,2024-05-22,212.92,Consulting Fee,Acme Pharma
PHY00271,Rheumatology,NY,2024-01-14,383.19,Speaker Fee,MedCore Ltd
PHY00464,Cardiology,MI,2025-06-10,48.08,Research Payment,Acme Pharma
PHY00309,Psychiatry,GA,2024-02-21,81.32,Consulting Fee,Acme Pharma
PHY00057,Psychiatry,PA,2024-04-29,109.68,Research Payment,NovaHealth Inc
PHY00260,Endocrinology,MI,2024-07-15,758.02,Research Payment,BioGen Solutions
PHY00255,Cardiology,PA,2024-12-01,53.29,Speaker Fee,NovaHealth Inc
PHY00195,General Practice,CA,2024-08-29,188.21,Research Payment,NovaHealth Inc
PHY00299,Pulmonology,NC,2025-09-11,133.3,Speaker Fee,NovaHealth Inc
PHY00083,Pulmonology,OH,2024-05-10,197.27,Consulting Fee,MedCore Ltd
PHY00256,Endocrinology,NY,2025-04-23,23.81,Speaker Fee,Acme Pharma
PHY00105,Oncology,NC,2024-01-15,13.99,Travel & Lodging,BioGen Solutions
PHY00412,Psychiatry,IL,2024-09-15,528.09,Research Payment,BioGen Solutions
PHY00301,Cardiology,GA,2024-11-26,1475.5,Research Payment,Acme Pharma
PHY00009,General Practice,MI,2025-02-04,3173.86,Speaker Fee,Acme Pharma
PHY00415,Endocrinology,GA,2024-01-30,343.24,Speaker Fee,MedCore Ltd
PHY00492,Pulmonology,OH,2024-08-04,1832.34,Consulting Fee,MedCore Ltd
PHY00330,Psychiatry,TX,2025-10-21,91.12,Consulting Fee,BioGen Solutions
PHY00087,Rheumatology,MI,2025-10-02,704.74,Royalty,MedCore Ltd
PHY00486,Rheumatology,NY,2025-10-13,295.33,Speaker Fee,BioGen Solutions
PHY00029,Psychiatry,NY,2024-09-27,97.27,Meal,BioGen Solutions
PHY00220,General Practice,OH,2025-03-16,341.73,Travel & Lodging,BioGen Solutions
PHY00146,General Practice,CA,2025-07-17,414.22,Consulting Fee,MedCore Ltd
PHY00410,Rheumatology,NY,2024-08-18,439.97,Travel & Lodging,NovaHealth Inc
PHY00111,Psychiatry,MI,2024-08-21,34.98,Travel & Lodging,MedCore Ltd
PHY00195,General Practice,CA,2025-01-28,105.91,Travel & Lodging,BioGen Solutions
PHY00395,Endocrinology,PA,2024-04-20,52.01,Research Payment,MedCore Ltd
PHY00013,Endocrinology,TX,2025-04-01,40.04,Consulting Fee,Acme Pharma
PHY00098,Neurology,PA,2024-04-29,86.77,Meal,NovaHealth Inc
PHY00140,Cardiology,NY,2024-05-28,210.22,Travel & Lodging,MedCore Ltd
PHY00371,Neurology,CA,2025-11-28,415.71,Speaker Fee,Acme Pharma
PHY00253,Neurology,FL,2024-05-11,43.8,Meal,BioGen Solutions
PHY00474,Neurology,OH,2025-10-17,238.76,Travel & Lodging,NovaHealth Inc
PHY00275,Cardiology,GA,2024-07-05,517.42,Research Payment,MedCore Ltd
PHY00243,Neurology,IL,2024-09-20,435.81,Speaker Fee,NovaHealth Inc
PHY00467,Psychiatry,GA,2025-06-23,71.35,Speaker Fee,NovaHealth Inc
PHY00175,Psychiatry,MI,2025-05-30,132.38,Speaker Fee,BioGen Solutions
PHY00156,Oncology,MI,2025-10-29,259.96,Travel & Lodging,Acme Pharma
